id,label,left_id,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_id,right_name,right_host_id,right_host_name,right_neighbourhood_group,right_neighbourhood,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
2747,1,26805197,GUESTHOUSE MERSEDE DOUBLE ROOM NEAR TERMINI,201559703,Mehdi,,I Centro Storico,41.89724,12.50295,Private room,33,1,3,2019-09-14,0.11,4,356,26806138,GUESTHOUSE MERSEDE single share bathroom,201559703,Mehdi,,I Centro Storico,41.89724,12.50295,Private room,27,1,7,2018-11-17,0.24,4,356
36,1,4243414,RUBY apartment in the center,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,124,3,45,2020-04-05,0.65,12,182,78314,DIAMOND Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,133,3,17,2020-02-10,0.17,12,176
2600,1,26244041,AVENTINO  room Trastevere  / also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,97,1,10,2019-10-27,0.34,17,0,26480972,OSTIENSE cozy room-Trastevere -> also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,87,1,4,2020-02-18,0.15,17,0
145,1,1015669,A Colosseo Room 3,778599,Roberto & Claudia,,I Centro Storico,41.89137,12.49253,Private room,126,2,6,2016-11-11,0.06,3,252,1015838,Colosseo Panoramic room 1,778599,Roberto & Claudia,,I Centro Storico,41.89137,12.49253,Private room,124,1,10,2019-06-30,0.11,3,315
2874,1,28383885,MONTI APARTMENT - three bedroom with balcony - MA4,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,251,1,1,2019-09-28,0.06,26,360,28383880,MONTI APARTMENT - one bedroom large - MA8,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,132,1,3,2019-01-01,0.11,26,337
3423,0,3195421,Wonderfull double room ensuite airconditioned,4495963,Alessandro,,IV Tiburtina,41.90847,12.53783,Private room,53,1,6,2018-10-14,0.09,18,365,45799127,Domotica e tranquillità!,371285053,Giuliano,,III Monte Sacro,41.945440000000005,12.53783,Private room,17,1,1,2020-11-30,0.91,2,365
3589,1,36756027,B&B A Picture of Rome - Camera Matrimoniale Corte,265629566,Daniele,,I Centro Storico,41.90669000000001,12.45714,Private room,129,1,0,,,5,344,36119612,B&B A Picture of Rome - Camera Matrimoniale Città,265629566,Daniele,,I Centro Storico,41.90669000000001,12.45714,Private room,146,1,0,,,5,339
3509,1,36328479,Fonte Laurentina Grey Apartment,96122546,Ilenia & Fedor,,IX Eur,41.7925,12.48988,Entire home/apt,87,2,6,2020-10-28,0.45,106,177,35217115,Fonte Laurentina Blue Apartment,96122546,Ilenia & Fedor,,IX Eur,41.7925,12.48988,Entire home/apt,72,2,5,2020-07-25,0.31,106,37
6151,0,7666179,Boat for Two,37853585,Federica,,I Centro Storico,41.90278,12.496369999999999,Entire home/apt,52,1,0,,,1,180,44528951,Colosseum suite,351817523,Annamaria,,I Centro Storico,41.88832,12.496369999999999,Entire home/apt,73,2,0,,,1,354
3049,1,31934465,SMART Trastevere,235391429,Daniel,,XII Monte Verde,41.87547,12.46605,Shared room,15,1,51,2020-03-11,2.22,9,365,33697905,SMART Trastevere - Rome,235391429,Daniel,,XII Monte Verde,41.87547,12.46605,Hotel room,20,1,22,2020-02-19,1.09,9,365
7569,0,46330507,Allegra's House Trastevere,293645854,Alessandro,,XII Monte Verde,41.87433,12.46071,Entire home/apt,50,2,0,,,3,0,8882642,Home Holiday IL SORRISO,31854163,Federica,,XII Monte Verde,41.87638,12.46071,Entire home/apt,60,2,5,2016-04-25,0.08,1,0
2441,0,43891580,HOLIDAY JEANS APARTAMENT,351330878,Alfonso,,I Centro Storico,41.913109999999996,12.45368,Entire home/apt,117,3,0,,,1,20,2433028,Stanza rossa in attico con terrazzo,12437504,Silvana,,XII Monte Verde,41.86442,12.45368,Private room,80,1,0,,,1,365
3535,1,35790927,Casa Vittoria. Newly opened apartment for 4 people,30005373,Luca,,I Centro Storico,41.89493,12.50139,Entire home/apt,70,1,19,2020-10-23,1.05,7,333,35790479,Casa Vittoria. Newly opened apartment for 2 people,30005373,Luca,,I Centro Storico,41.89493,12.50139,Entire home/apt,50,1,11,2020-10-18,0.61,7,333
12287,0,21162366,Bright room in a shared apartment,40725156,Paolo,,VII San Giovanni/Cinecittà,41.87174,12.50775,Private room,30,2,4,2019-01-06,0.1,1,0,16419360,"Casa Gio, wonderful apartment in San Giovanni",107617012,Giorgio,,VII San Giovanni/Cinecittà,41.88109,12.50775,Entire home/apt,90,2,101,2019-12-27,2.1,1,0
3774,1,37419678,Quadruple Room with balcony and pvt bath. 102,279177662,Petrit,,I Centro Storico,41.91296,12.44983,Hotel room,43,1,10,2020-08-19,0.61,5,360,37387195,Classic Triple room  with private bathroom 105,279177662,Petrit,,I Centro Storico,41.91296,12.44983,Private room,34,1,5,2020-01-19,0.31,5,357
3766,1,37387195,Classic Triple room  with private bathroom 105,279177662,Petrit,,I Centro Storico,41.91296,12.44983,Private room,34,1,5,2020-01-19,0.31,5,357,37418852,Classic Triple Room with Pvt Bathroom 101,279177662,Petrit,,I Centro Storico,41.91296,12.44983,Private room,37,1,13,2020-10-21,0.8,5,365
4062,1,42044158,Standard Suite,314965290,Abdulfata,,I Centro Storico,41.90857000000001,12.46419,Private room,45,1,0,,,3,206,42043558,Family Suite,314965290,Abdulfata,,I Centro Storico,41.90857000000001,12.46419,Private room,105,1,0,,,3,190
4001,1,40434373,4-Bed Female Only Dorm,310887232,The Beehive,,I Centro Storico,41.90319,12.50459,Shared room,18,1,15,2020-11-01,1.28,10,365,40435252,deluxe double room with ensuite bath and foldout bed,310887232,The Beehive,,I Centro Storico,41.90319,12.50459,Private room,80,1,0,,,10,301
2276,1,23767532,Rome center-super spacious room double use,170168063,Camelia,,VII San Giovanni/Cinecittà,41.87307,12.52544,Private room,32,1,51,2020-12-06,1.56,8,359,23509439,Rome Center-big spacious aparmentWELL CONNECTED,170168063,Camelia,,VII San Giovanni/Cinecittà,41.87307,12.52544,Entire home/apt,130,1,39,2019-12-26,1.22,8,317
2024,1,21634581,ROOM WITH SHARED WC NEAR TERMINI/COLOSSEO,157272396,Andrei & Luna,,I Centro Storico,41.89385,12.50306,Private room,18,1,198,2020-10-10,5.33,5,331,21824798,CAMERA DOPPIA/TWIN SHARED WC NEAR TERMINI/COLOSSEO,157272396,Andrei & Luna,,I Centro Storico,41.89385,12.50306,Private room,15,1,187,2020-11-30,5.05,5,317
25243,0,40861594,Cozy Loft in Colosseo ❤️,318056763,Nicole,,I Centro Storico,41.89634,12.495339999999999,Entire home/apt,95,1,7,2020-02-27,0.58,1,365,44158456,Delizioso monolocale. Cozy Urbana,355359388,Scilla,,I Centro Storico,41.89634,12.49348,Entire home/apt,95,1,14,2020-10-28,2.69,1,364
951,0,709861,Monteverde Letting - Stylish Apartment,3652760,Ivan E Cinzia,,XII Monte Verde,41.872040000000005,12.45771,Entire home/apt,85,3,40,2021-01-02,0.74,1,0,13729963,ROMA SAN PIETRO 3 DOUBLE ROOMS APARTMENT,15488921,Micaela,,XIII Aurelia,41.89377,12.45771,Entire home/apt,120,3,0,,,1,0
28,1,4242699,LITTLE JEWEL Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,113,3,14,2020-08-11,0.2,12,182,4242568,TOPAZ Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,113,3,42,2020-06-02,0.62,12,176
1723,1,18269556,"Residenza Roma Imperiale ""Flavia""",126226541,Alessandro - Patrizia,,I Centro Storico,41.89369,12.48987,Private room,83,1,20,2019-09-29,0.45,7,365,18268717,"Residenza Roma Imperiale ""Adriana""",126226541,Alessandro - Patrizia,,I Centro Storico,41.89369,12.48987,Private room,116,1,5,2017-10-22,0.11,7,365
2503,1,25958021,Residenza Gonfalone Appartamento 1 camera,195102092,Residenza Gonfalone,,I Centro Storico,41.89757,12.46642,Entire home/apt,96,1,1,2019-03-21,0.05,5,364,25954796,Residence Gonfalone Studio apartment,195102092,Residenza Gonfalone,,I Centro Storico,41.89757,12.46642,Entire home/apt,73,1,16,2019-07-08,0.62,5,139
9815,0,12579441,Rooma beb -  Altare della Patria,68192260,Ercole Paolo,,II Parioli/Nomentano,41.91066,12.512889999999999,Private room,95,1,0,,,5,365,12390044,Hotel Center 3,63982779,Francesca Romana,,I Centro Storico,41.89247,12.512889999999999,Hotel room,50,1,104,2019-11-26,1.85,5,365
19309,0,28099305,Suite For 4 Persons Ecce Roma Suites Boutique,211811529,Roma Termini Suites Staff,,I Centro Storico,41.89845,12.49869,Hotel room,55,1,0,,,21,365,32084500,casa di amicizia,51149741,Tian Yi,,I Centro Storico,41.89733,12.49869,Private room,25,1,1,2019-08-18,0.06,5,365
620,1,7154123,SetteA - Double Room with Extra Bed,33725164,SetteA,,I Centro Storico,41.90577,12.49556,Hotel room,108,1,141,2019-09-21,2.14,4,365,6457745,SetteA - Deluxe Double/Twin Room 6,33725164,SetteA,,I Centro Storico,41.90577,12.49556,Hotel room,102,1,94,2019-09-22,1.43,4,365
2863,1,28383880,MONTI APARTMENT - one bedroom large - MA8,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,132,1,3,2019-01-01,0.11,26,337,28383884,MONTI APARTMENT - two bedroom with terrace - M16,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,195,1,3,2020-02-25,0.15,26,258
3294,1,33234338,Guest House Sallustiano Yellow Room x2 ! NEW,96122546,Ilenia & Fedor,,I Centro Storico,41.90562,12.49546,Private room,48,2,15,2019-11-04,0.75,106,95,46484021,The GREY ROOM x2 Guest House Sallustiano,96122546,Ilenia & Fedor,,I Centro Storico,41.90562,12.49546,Private room,54,2,0,,,106,95
26853,0,42948785,La tua Suite nel cuore della città eterna,341950018,Delia,,I Centro Storico,41.90558,12.470189999999999,Private room,70,1,0,,,1,59,43783860,Apartment close to Piazza Navona 2 bed  2 bath,17150242,Manrico,,I Centro Storico,41.90084,12.470189999999999,Entire home/apt,180,7,0,,,1,365
2602,1,26244041,AVENTINO  room Trastevere  / also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,97,1,10,2019-10-27,0.34,17,0,26491880,PIRAMIDE room-Trastevere&Center / also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,434,1,5,2019-01-05,0.17,17,0
3888,1,38392471,Regolo Rooms Vaticano - Economy Double Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,112,1,0,,,7,364,38392446,Regolo Rooms Vaticano - Twin Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,78,1,0,,,7,364
5470,0,5762049,Big Johnny B,29893428,Marcella,,I Centro Storico,41.909859999999995,12.4501,Entire home/apt,120,1,20,2018-07-23,0.29,4,293,5932358,Pop,29893428,Marcella,,I Centro Storico,41.90916,12.4501,Private room,60,1,0,,,4,293
23314,0,37924542,Aran Park Apartment for 3 adults  +2 children,274438782,Occidental Aran Park,,IX Eur,41.82055,12.50877,Hotel room,114,1,0,,,17,230,37924727,Aran Park Suite Apartment for 3 adults+ breakfast,274438782,Occidental Aran Park,,IX Eur,41.8203,12.50877,Hotel room,117,1,0,,,17,261
1508,1,16881347,St. Peter's in love -Honeymoon suite- Private Pool,50565059,Raffaele,,I Centro Storico,41.91161,12.45467,Entire home/apt,189,1,199,2020-12-24,4.26,6,334,16753041,St. Peter's Emerald with Private pool,50565059,Raffaele,,I Centro Storico,41.91161,12.45467,Entire home/apt,96,1,37,2020-12-08,0.94,6,351
9321,0,43813003,Casa Vaticano,340649057,Carlos,,I Centro Storico,41.90061,12.45645,Entire home/apt,120,1,0,,,3,364,11412550,Appartamento nel cuore di Roma,59918097,Maria,,I Centro Storico,41.900890000000004,12.45645,Entire home/apt,192,1,75,2020-03-08,1.3,4,364
22312,0,42493076,Pied'a Rome,223695164,Valerio,,V Prenestino/Centocelle,41.88927,12.52559,Entire home/apt,35,1,0,,,1,320,36010276,Home Bova,270926936,Amedeo,,III Monte Sacro,41.96549,12.52559,Entire home/apt,100,2,0,,,1,292
13469,0,31533066,IREX Tevere Sant’Angelo,168683490,Roberto,,I Centro Storico,41.90406,12.47204,Entire home/apt,100,1,13,2020-07-05,0.65,5,0,18152737,Campo de' Fiori - Navona Apartment 2,125025271,Carla,,I Centro Storico,41.89327,12.47204,Entire home/apt,121,1,53,2020-01-19,1.21,2,0
3813,1,37878308,Rome Center Relais-Suite,35073488,Capital Properties,,I Centro Storico,41.90815,12.47608,Hotel room,47,1,6,2020-09-27,0.47,7,359,37875157,Rome Center Relais-camera 1 standard,35073488,Capital Properties,,I Centro Storico,41.90815,12.47608,Hotel room,33,1,0,,,7,364
3271,1,33213593,"TRAVELERSHOME""2"" IL POSTO GIUSTO PER TE",230445754,Andrea,,VII San Giovanni/Cinecittà,41.80907,12.60786,Private room,23,1,7,2019-12-25,0.33,5,330,33214687,"TRAVELERSHOME ""1"" IL POSTO GIUSTO PER TE",230445754,Andrea,,VII San Giovanni/Cinecittà,41.80907,12.60786,Hotel room,27,1,22,2020-02-24,1.04,5,342
614,1,6408911,Lovely new studio Trastevere 79901,5056483,Halldis Apartments & Villas,,I Centro Storico,41.89083,12.46938,Entire home/apt,24,2,5,2019-10-01,0.08,121,68,6409315,Bright 100sqm in Trastevere 79907,5056483,Halldis Apartments & Villas,,I Centro Storico,41.89083,12.46938,Entire home/apt,224,2,7,2019-10-26,0.13,121,155
869,1,35441722,Al Viminale Hill Inn & Hotel -1,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,6,2020-08-25,0.53,12,365,35631500,Al Viminale Hill Inn & Hotel -4,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,87,1,0,,,12,365
10763,0,13703547,Superior King Room @ S Suites in Rome,79962541,Guido,,I Centro Storico,41.90743,12.47216,Hotel room,124,1,4,2019-08-16,0.21,2,365,17397255,magia a campo dè fiori,71607159,Monica,,I Centro Storico,41.8951,12.47216,Entire home/apt,124,1,8,2020-08-23,0.18,20,365
317,1,2860039,Cavaliere - Castello del Duca,12981300,Fabio,,III Monte Sacro,42.01207,12.52229,Entire home/apt,74,2,47,2019-10-31,0.62,8,0,5462296,Barone - Castello del Duca,12981300,Fabio,,III Monte Sacro,42.01207,12.52229,Entire home/apt,36,2,107,2020-10-12,1.54,8,297
1271,0,1041565,Stanza Quadrupla,4915959,Karen,,I Centro Storico,41.91284,12.46853,Private room,77,1,0,,,3,274,30952076,Camera Tripla Comfort @PrimaGuestHouse (Roma),185818890,Antonio,,I Centro Storico,41.91421,12.46853,Hotel room,134,1,0,,,3,123
2982,1,30500519,Gemini Guest House 1,228903497,Gemini S.A.S.,,I Centro Storico,41.91482,12.44905,Private room,31,1,45,2020-11-08,1.89,5,363,30504416,Gemini Guest House 3,228903497,Gemini S.A.S.,,I Centro Storico,41.91482,12.44905,Private room,59,1,25,2020-10-24,1.08,5,332
4015,0,9946928,iFlat | Roof Sweet Roof,23532561,IFlat,,I Centro Storico,41.88851,12.5105,Entire home/apt,400,2,14,2016-04-22,0.23,151,90,4569233,RELAIS 155 house,23234751,Francesca,,I Centro Storico,41.88851,12.50649,Entire home/apt,400,2,2,2020-01-01,0.03,5,365
1038,1,11052268,Rooms in Rome city center,22980421,Stefano,,I Centro Storico,41.89829,12.5012,Hotel room,35,1,108,2020-02-09,1.83,6,100,13526887,Rooms in Rome city center (3),22980421,Stefano,,I Centro Storico,41.89829,12.5012,Hotel room,41,1,58,2019-06-11,1.07,6,99
4054,1,40634979,Comfort Double Room with Balcony,312855560,Mirko,,X Ostia/Acilia,41.73298,12.27202,Private room,44,1,8,2020-10-30,0.72,2,0,40442130,Comfort Double Room,312855560,Mirko,,X Ostia/Acilia,41.73298,12.27202,Private room,44,1,11,2020-08-10,0.95,2,157
576,1,5847446,Nova - Casa 901 (Green Room),6997993,Gianluca,,I Centro Storico,41.91104,12.46542,Private room,130,3,0,,,9,365,5847205,Casa 901,6997993,Gianluca,,I Centro Storico,41.91104,12.46542,Hotel room,160,3,1,2018-04-25,0.03,9,365
4608,0,4724189,Rome Meile House,24399743,Cuizhi,,I Centro Storico,41.897490000000005,12.504389999999999,Hotel room,52,1,36,2019-10-21,0.51,3,365,43880295,Suite matrimoniale ❤️,135538780,Concetta,,I Centro Storico,41.90311,12.504389999999999,Private room,25,1,4,2020-09-20,0.76,5,365
3754,1,36745157,Olmo - Apartment C,272995569,Riserva,,XV Cassia/Flaminia,42.03793,12.29968,Hotel room,77,1,0,,,14,55,36745097,Olmo - Orchid Suite,272995569,Riserva,,XV Cassia/Flaminia,42.03793,12.29968,Hotel room,60,1,0,,,14,55
2920,1,30076074,CICLAMINO,221314244,H Ton,,II Parioli/Nomentano,41.89923,12.51947,Entire home/apt,20,2,60,2020-11-01,2.49,12,364,29478483,ORTENSIA,221314244,H Ton,,II Parioli/Nomentano,41.89923,12.51947,Entire home/apt,22,2,56,2020-11-03,2.11,12,364
26358,0,45854935,🏛Stone Square Studio Home🏛,4453257,"Marco, Carlotta, Angelo & Friends",,I Centro Storico,41.90083,12.480189999999999,Entire home/apt,27,1,0,,,28,365,40025139,Luxury Suite Piazza di Spagna,308695948,Andrea,,I Centro Storico,41.90462,12.480189999999999,Entire home/apt,142,1,14,2020-08-21,1.11,2,365
9749,0,41659968,Delsi inn exclusive apartment,69985537,Sacha,,I Centro Storico,41.904270000000004,12.48373,Entire home/apt,500,2,0,,,1,365,13690470,A warm and clean home,6447770,Amy,,I Centro Storico,41.90293,12.48373,Entire home/apt,95,3,0,,,1,363
4190,1,43739057,Unexpected Rome - b&b + local experiences (Room 1),121030998,Riccardo,,I Centro Storico,41.90012,12.49572,Private room,40,2,13,2020-11-16,2.0,3,365,43739305,Unexpected Rome - b&b + local experiences (Room 2),121030998,Riccardo,,I Centro Storico,41.90012,12.49572,Private room,40,2,13,2020-10-25,2.19,3,365
942,1,35636506,38 Viminale Street - Camera Doppia 3,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Hotel room,41,1,27,2020-09-28,1.69,12,365,35631500,Al Viminale Hill Inn & Hotel -4,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,87,1,0,,,12,365
19968,0,29207432,Studio Moroni in Trastevere,14800113,Cristiana,,I Centro Storico,41.89253,12.46849,Entire home/apt,57,1,54,2020-11-15,2.9,1,270,33793423,MySuiteInRome - Half Stone Arch Trastevere Suite,24059565,Fabrizio,,I Centro Storico,41.89186,12.46849,Entire home/apt,46,1,37,2020-02-23,1.83,25,270
2265,0,1870544,Elegant b&b in the Vatican area,1506685,Massimiliano,,I Centro Storico,41.90752,12.458789999999999,Private room,60,1,0,,,2,365,41024895,Уютная комната в Риме,320237859,Светлана,,XI Arvalia/Portuense,41.86508,12.458789999999999,Private room,20,1,0,,,1,365
4301,1,45373611,Rome Vatican Suites 3,24459917,Carol,,I Centro Storico,41.90539,12.46032,Private room,25,1,5,2020-10-15,1.72,20,352,45374408,Rome Vatican Suites 4,24459917,Carol,,I Centro Storico,41.90539,12.46032,Private room,25,1,8,2020-12-30,2.31,20,357
4188,1,43686198,Unexpected Rome - b&b + local experiences,121030998,Riccardo,,I Centro Storico,41.90012,12.49572,Private room,65,2,0,,,3,365,43739305,Unexpected Rome - b&b + local experiences (Room 2),121030998,Riccardo,,I Centro Storico,41.90012,12.49572,Private room,40,2,13,2020-10-25,2.19,3,365
1660,1,18310287,Bambin Gesù stay - Vatican & Trastevere n.4,6146778,Paolo & Friends,,I Centro Storico,41.8996,12.46203,Private room,87,1,88,2020-09-12,1.98,18,0,17937975,Vatican Gardens - Bambin Gesù / also ★LONG TERM★,6146778,Paolo & Friends,,I Centro Storico,41.8996,12.46203,Private room,87,1,101,2020-03-08,2.23,18,0
229,1,1846106,LOFT PIAZZA DEL POPOLO,9644237,Paola,,II Parioli/Nomentano,41.91653,12.47388,Entire home/apt,140,2,69,2020-03-05,0.99,3,321,5226638,QUIET AND ELEGANT APARTMENT,9644237,Paola,,II Parioli/Nomentano,41.91653,12.47388,Entire home/apt,150,2,64,2020-01-03,0.92,3,290
581,1,6155271,A nice Lyberty room. Colosseum - Termini 20 min,31921291,Simonetta,,I Centro Storico,41.88958,12.51454,Private room,29,1,325,2020-06-11,4.71,2,349,6160941,A cozy Hollywood room. Colosseum - Termini 20 min,31921291,Simonetta,,I Centro Storico,41.88958,12.51454,Private room,29,1,194,2020-09-25,2.83,2,34
25244,0,44158456,Delizioso monolocale. Cozy Urbana,355359388,Scilla,,I Centro Storico,41.89634,12.49348,Entire home/apt,95,1,14,2020-10-28,2.69,1,364,40861594,Cozy Loft in Colosseo ❤️,318056763,Nicole,,I Centro Storico,41.89634,12.495339999999999,Entire home/apt,95,1,7,2020-02-27,0.58,1,365
16754,0,25790131,International  Rooms Roma,192005942,Mario,,I Centro Storico,41.89544,12.50886,Private room,118,1,0,,,2,362,38926942,DILLO SUITES - DELUXE ROOM,298052713,Dillo,,I Centro Storico,41.89306,12.50886,Private room,73,1,0,,,2,365
14821,0,39979064,B&B Savoia First Review,308233384,Bbs,,II Parioli/Nomentano,41.91425,12.50079,Private room,66,1,0,,,1,0,20408398,Vertex Palace RM502,118061622,Haider,,I Centro Storico,41.89836,12.50079,Private room,38,1,20,2017-12-12,0.49,5,0
2625,1,26300554,Ensuite double room with King bed,7162133,Linda Maria,,VII San Giovanni/Cinecittà,41.88118,12.50832,Private room,62,2,0,,,4,337,28516892,ensuite single room with private bathroom,7162133,Linda Maria,,VII San Giovanni/Cinecittà,41.88118,12.50832,Private room,35,3,16,2020-01-05,0.58,4,126
6059,0,26683964,Charming Girolamo Suite,14328597,Diana,,I Centro Storico,41.89614,12.470839999999999,Entire home/apt,150,1,4,2018-10-21,0.14,2,365,45894435,"Loft/Appartamento a Viale del Vignola, Flaminio",24482848,Federico,,II Parioli/Nomentano,41.923390000000005,12.470839999999999,Entire home/apt,70,1,0,,,1,365
27,1,4242699,LITTLE JEWEL Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,113,3,14,2020-08-11,0.2,12,182,4147921,"LITTLE GEM 2 Apartment, free WI-FI",382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,55,3,7,2020-03-14,0.12,12,82
2733,1,30029689,AmoRomaSuite room7 Termini Station breakfast box,198880137,Daniele,,I Centro Storico,41.90516,12.49902,Private room,80,1,74,2020-10-12,3.01,10,135,30029525,"AmoRomaSuite room5, Termini Station breakfast box",198880137,Daniele,,I Centro Storico,41.90516,12.49902,Private room,40,1,7,2020-08-25,0.29,10,0
10932,0,35209034,The Pelikan Nest,265112526,Stefania,,II Parioli/Nomentano,41.91525,12.50671,Entire home/apt,70,3,0,,,1,365,13968632,"Trinity B&B Rome, great location and service!!",83239829,Agapi,,I Centro Storico,41.8904,12.50671,Entire home/apt,110,3,21,2020-01-02,0.39,1,365
2937,1,29619770,Triple room with private bathroom(Bakirooms),222952891,Ali,,I Centro Storico,41.89426,12.50788,Hotel room,49,2,11,2020-01-02,0.43,5,364,29914217,Double room with private bathroom(Bakirooms),222952891,Ali,,I Centro Storico,41.89426,12.50788,Hotel room,150,2,17,2020-01-14,0.67,5,292
424,0,24053463,⭐️⭐️Ace Location⭐️Charming Historic Getaway⭐️⭐️,177559478,Teresa,,I Centro Storico,41.89747,12.471169999999999,Entire home/apt,75,3,1,2018-05-13,0.03,2,0,324238,In the very very heart of Rome!,1654927,Massimo,,I Centro Storico,41.89747,12.503960000000001,Entire home/apt,75,3,140,2018-12-16,1.31,1,365
2739,0,13571448,Appartamento etnico a Roma.,77760351,Silvana,,VII San Giovanni/Cinecittà,41.85295,12.556410000000001,Private room,50,7,0,,,1,365,2783303,Apartment Pope's Beatification,14236209,Chiara,,VII San Giovanni/Cinecittà,41.86145,12.556410000000001,Entire home/apt,150,5,0,,,1,365
483,1,5331204,"Villa Rome private rooms, shared bathroom MAGNOLIA",2552202,Fabrizio,,XIII Aurelia,41.90562,12.31436,Private room,49,1,0,,,5,363,17838191,Villa Rome private rooms private bathroom ORCHIDEA,2552202,Fabrizio,,XIII Aurelia,41.90562,12.31436,Private room,59,1,0,,,5,364
928,1,35632985,Al Viminale Hill Inn & Hotel - 8,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-01-30,0.09,12,365,35636506,38 Viminale Street - Camera Doppia 3,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Hotel room,41,1,27,2020-09-28,1.69,12,365
2533,1,26463112,ava guesthouse 4 (double room share bathroom ),49693852,Reza,,I Centro Storico,41.89705,12.50114,Private room,40,1,120,2020-02-25,4.31,10,365,31064772,ava guesthouse 7 (double room share bathroom),49693852,Reza,,I Centro Storico,41.89705,12.50114,Private room,55,1,88,2020-03-08,3.6,10,365
240,1,2115015,camera climatizzata privata a Roma Sonia&Gabri,4063911,Sonia,,VII San Giovanni/Cinecittà,41.88047,12.51165,Private room,35,2,257,2020-03-03,3.1,4,0,2417932,sonia&son intero appartamento,4063911,Sonia,,VII San Giovanni/Cinecittà,41.88047,12.51165,Entire home/apt,95,3,27,2020-01-05,0.34,4,0
20491,0,34808291,Two rooms.5 people.Private bathroom,236031905,Marco,,I Centro Storico,41.89363,12.503789999999999,Private room,99,2,1,2019-07-24,0.06,2,0,30138391,NEW! Termini Sweet Studio x2,96122546,Ilenia & Fedor,,I Centro Storico,41.89756,12.503789999999999,Entire home/apt,44,2,32,2020-08-25,1.41,106,0
3444,1,39570416,DOUBLE PRIVATE ROOM,144076464,YellowSquare,,I Centro Storico,41.90471,12.50444,Private room,78,1,1,2020-02-16,0.1,6,362,34329590,1 BED IN 4 FEMALE ENSUITE DORM,144076464,YellowSquare,,I Centro Storico,41.90471,12.50444,Shared room,27,1,1,2020-02-28,0.1,6,362
23762,0,38665464,IN THE HEART OF ROME,9934454,Chiara,,I Centro Storico,41.89236,12.47915,Entire home/apt,125,3,0,,,1,358,43839294,Town House Spagna Rooms and Suites,19086469,Emanuele,,I Centro Storico,41.90514,12.47915,Private room,95,1,0,,,1,365
2908,1,29767938,NEW and confortable APARTMENT in HEART of ROME,220212000,Elisabetta,,I Centro Storico,41.90846,12.45901,Entire home/apt,180,1,2,2019-10-22,0.08,4,1,29667035,Vatican Fox - stanza Giorgio,220212000,Elisabetta,,I Centro Storico,41.90846,12.45901,Private room,75,1,10,2019-09-27,0.42,4,89
7069,0,8157737,Alex's guest house room 3,42669385,Alessandro,,XII Monte Verde,41.87713,12.46601,Private room,80,1,7,2019-11-03,0.11,4,365,37548787,Hostel Trastevere - camera quadrupla,281357894,Hostel,,XII Monte Verde,41.87904,12.46601,Hotel room,80,1,0,,,8,365
2870,1,28383884,MONTI APARTMENT - two bedroom with terrace - M16,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,195,1,3,2020-02-25,0.15,26,258,28383880,MONTI APARTMENT - one bedroom large - MA8,94907986,ColosseoGardens,,I Centro Storico,41.89796,12.49044,Entire home/apt,132,1,3,2019-01-01,0.11,26,337
