id,label,left_id,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_id,right_name,right_host_id,right_host_name,right_neighbourhood_group,right_neighbourhood,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
1361,0,30036736,For RYANAIR courses attendants,225747904,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,178,30036342,For RYANAIR courses attendants,225745329,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,45,0,,,1,178
105,1,23347346,TOP SUITES - FASHION HOUSE ELVIRA 1,82595886,Alberto,,Bergamo,45.69285,9.66341,Entire home/apt,64,2,22,2020-08-19,0.64,3,87,23357338,TOP SUITES - FASHION HOUSE ELVIRA 2,82595886,Alberto,,Bergamo,45.69285,9.66341,Entire home/apt,60,2,7,2020-06-28,0.22,3,0
117,1,28773163,"""Residenza Cesare B"" - Bergamo centro -Wi-fi Free-",21752823,Enrico,,Bergamo,45.69019,9.66334,Entire home/apt,40,2,72,2020-12-18,2.72,2,177,34053215,"""Residenza Cesare M"" - Bergamo centro -Wi-fi Free-",21752823,Enrico,,Bergamo,45.69019,9.66334,Entire home/apt,38,2,55,2020-02-25,2.71,2,46
158,1,40273996,Le Orchidee Appartamento,220905635,Giuseppa,,Bergamo,45.69167,9.67173,Entire home/apt,50,1,11,2020-03-25,0.89,5,1,40273606,Le Margherite Appartamento,220905635,Giuseppa,,Bergamo,45.69167,9.67173,Entire home/apt,50,1,0,,,5,0
74,1,21676844,Ginevra Rooms Boutique Hotel - Patek Suite,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,107,1,5,2019-08-13,0.13,4,0,21676842,Ginevra Rooms Boutique Hotel - Rolex,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,102,1,13,2020-09-15,0.33,4,0
69,1,21676842,Ginevra Rooms Boutique Hotel - Rolex,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,102,1,13,2020-09-15,0.33,4,0,21676840,Ginevra Rooms Boutique Hotel - Vacheron Room,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,107,1,49,2020-12-20,1.23,4,0
1373,0,30034481,For RYANAIR courses attendants,225732286,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,1,2020-03-04,0.1,1,0,30035944,For RYANAIR courses attendants,225742358,STAYndfly,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,0
23,1,1455312,Bilocale con giardino,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,40,2,5,2019-11-03,0.12,9,328,1379390,Trilocale Acquerelli,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,70,4,44,2019-12-23,0.49,9,348
79,1,21779673,Suite Tower R7 matrimoniale bagno privato interno,156517795,Maria Teresa,,Bergamo,45.69277,9.66164,Private room,50,1,1,2017-12-03,0.03,3,365,21780087,Suite Tower R8 tripla - bagno privato interno,156517795,Maria Teresa,,Bergamo,45.69277,9.66164,Private room,55,1,2,2018-01-01,0.05,3,365
12,1,1376791,Panoramic apartment with private Swimming Pool,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,123,4,21,2020-09-07,0.24,9,250,1455312,Bilocale con giardino,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,40,2,5,2019-11-03,0.12,9,328
83,1,22881919,Bgy Central Apartments- 2 Bedrooms apartment,169278209,Enrico,,Bergamo,45.69368,9.67027,Entire home/apt,74,1,58,2020-12-23,1.73,4,292,23591798,Bgy Central Apartments Full,169278209,Enrico,,Bergamo,45.69368,9.67027,Entire home/apt,120,1,32,2020-12-20,0.99,4,293
136,1,39253322,Ostello Brembo - Camere Relax,279940989,Fabrizio,,Camerata Cornello,45.89647,9.65638,Hotel room,72,1,1,2020-07-12,0.17,2,364,37191062,Ostello Brembo - Camerata,279940989,Fabrizio,,Camerata Cornello,45.89647,9.65638,Hotel room,72,1,0,,,2,364
86,1,23157633,SPIGONARDO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,80,1,0,,,7,152,23158030,INCENSO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,153
182,1,43564437,QUARENGHI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,40,2,4,2020-10-18,0.57,6,1,43564671,DONIZETTI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,50,2,0,,,6,334
107,1,25277060,Palazzo Cinquecento - Design in centro storico,30792380,IseoLakeRental,,Lovere,45.81646,10.07353,Entire home/apt,7999,2,6,2020-09-13,0.2,27,1,25508229,Palazzo Cinquecento: Dependance di design,30792380,IseoLakeRental,,Lovere,45.81646,10.07353,Private room,7999,1,19,2020-09-13,0.6,27,0
2182,0,44609312,residence bonomelli appartamento 6,345681694,Guest House,,Bergamo,45.68833,9.67187,Entire home/apt,59,2,0,,,24,1,44692630,residence Bonomelli appartamento 11,345681694,Guest House,,Bergamo,45.68813,9.67187,Entire home/apt,98,1,0,,,24,364
1551,0,33382899,Camera Matrimoniale,251267784,Germano,,Sotto il Monte Giovanni XXIII,45.71451,9.51343,Private room,70,1,2,2019-07-28,0.1,4,0,33364043,Superior Family Room,251267784,Germano,,Sotto il Monte Giovanni XXIII,45.71474,9.51343,Hotel room,100,1,0,,,4,0
66,1,21676841,Ginevra Rooms Boutique Hotel - Cartier Room,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,95,1,0,,,4,211,21676840,Ginevra Rooms Boutique Hotel - Vacheron Room,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,107,1,49,2020-12-20,1.23,4,0
162,1,41817404,"B&B I COLLI DI BERGAMO ALTA
Camera Relax",128267984,Barbara,,Bergamo,45.71425,9.62322,Entire home/apt,50,1,1,2020-02-29,0.1,4,0,41278555,"B&B I COLLI DI BERGAMO ALTA
Suite appartamento",128267984,Barbara,,Bergamo,45.71425,9.62322,Entire home/apt,49,1,2,2020-03-09,0.19,4,90
1102,0,24346306,LA CASA DI CAROLINA,13288668,Giorgio,,Bergamo,45.6971,9.66412,Entire home/apt,50,2,30,2020-01-03,0.91,1,268,34879904,Privat House in Historical Palace - taxi service,4746142,Andrea,,Bergamo,45.6971,9.676039999999999,Entire home/apt,50,2,42,2020-12-23,2.13,6,363
178,1,43564437,QUARENGHI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,40,2,4,2020-10-18,0.57,6,1,42676473,CARAVAGGIO - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,52,2,0,,,6,1
128,1,30288625,BnB Stropelina  - room Fiordaliso,227007798,Federica,,Urgnano,45.60012,9.72416,Private room,30,1,222,2020-11-05,8.73,2,0,30227734,BnB Stropelina  - room Peonia,227007798,Federica,,Urgnano,45.60012,9.72416,Private room,30,1,238,2020-12-15,9.37,2,177
1062,0,23357338,TOP SUITES - FASHION HOUSE ELVIRA 2,82595886,Alberto,,Bergamo,45.69285,9.66341,Entire home/apt,60,2,7,2020-06-28,0.22,3,0,32329840,Mansarde / Loft Sant Alessandro,125796258,Doreen,,Bergamo,45.69571,9.66341,Entire home/apt,55,2,7,2019-12-08,0.41,1,0
35,1,1599751,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Private room,55,1,52,2019-11-23,0.62,4,365,1599545,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Private room,65,1,6,2017-10-17,0.09,4,0
376,0,11964944,Albaluce B&B - CIR 016024,23013586,Simone,,Bergamo,45.71413,9.68577,Entire home/apt,48,2,123,2020-10-10,2.21,1,363,7738413,Gilda e Vesuvio Casa Vacanze,40669913,Alfonso  E Daniela,,Bergamo,45.706520000000005,9.68577,Entire home/apt,60,2,0,,,1,363
38,1,17863382,La Rosa Scarlatta - Wonderful Studio Upper town,9180947,Rita,,Bergamo,45.7021,9.672,Entire home/apt,58,2,96,2020-10-07,2.19,6,359,1744017,La Rosa Scarlatta - Elegant house near Upper Town,9180947,Rita,,Bergamo,45.7021,9.672,Entire home/apt,70,2,87,2020-09-10,1.01,6,0
52,1,18072482,Borgo San Leonardo 2,113256639,Lia,,Bergamo,45.69228,9.66526,Entire home/apt,89,1,5,2018-10-28,0.11,2,0,17525527,borgo san leonardo,113256639,Lia,,Bergamo,45.69228,9.66526,Entire home/apt,125,2,3,2019-04-10,0.09,2,336
175,1,42678087,COLLEONI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,52,2,1,2020-07-15,0.18,6,357,43564437,QUARENGHI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,40,2,4,2020-10-18,0.57,6,1
1160,0,25610872,Monolocale frontepiste Appartamentiflarida Foppolo,193030989,Flavio,,Foppolo,46.042770000000004,9.75788,Entire home/apt,105,4,0,,,2,351,25610873,Monolocale frontepiste Appartamentiflarida Foppolo,193030989,Flavio,,Foppolo,46.042770000000004,9.75787,Entire home/apt,105,4,0,,,2,359
633,0,14831449,COSY Room Bed and Breakfast,4584884,Pauline   May,,Alzano Lombardo,45.7352,9.72865,Private room,60,1,0,,,1,0,19024536,Chambre privée pour voyageur(non chambre de pass),128327637,Landry,,Seriate,45.68438,9.72865,Private room,26,1,71,2019-11-11,1.63,1,0
101,1,23158341,RESINA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,152,23157633,SPIGONARDO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,80,1,0,,,7,152
17,1,1431086,Romantic apartment,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,47,7,15,2019-08-31,0.28,9,274,1376460,White Wooden Roof apartment,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,45,2,32,2020-07-30,0.36,9,329
164,1,42676473,CARAVAGGIO - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,52,2,0,,,6,1,42678087,COLLEONI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,52,2,1,2020-07-15,0.18,6,357
39,1,3711023,Room Low Cost BERGAMO Airport,16592732,Alda,,Azzano San Paolo,45.66071,9.67541,Private room,30,1,186,2019-12-19,2.42,5,364,11719102,Salone del mobile Milano 2020/MILANO DESIGN WEEK,16592732,Alda,,Azzano San Paolo,45.66071,9.67541,Private room,30,1,34,2019-10-17,0.59,5,364
96,1,23158030,INCENSO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,153,23158341,RESINA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,152
97,1,23158202,MIRRA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,153,23157633,SPIGONARDO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,80,1,0,,,7,152
36,1,1599751,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Private room,55,1,52,2019-11-23,0.62,4,365,1599650,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Private room,47,1,61,2018-08-09,0.69,4,365
2,1,581839,HOME SWEET HOME,2661048,Federica,,Bergamo,45.69989,9.67483,Entire home/apt,50,2,76,2019-08-30,0.75,2,305,541284,HOME SWEET HOME,2661048,Federica,,Bergamo,45.69989,9.67483,Entire home/apt,50,2,73,2019-10-10,0.71,2,1
522,0,26516570,RESIDENCE BORGO DEL CIGNO-MONOWeek-016205CIM00001,67166293,Paloma Srl,,Spinone al Lago,45.76072,9.91929,Entire home/apt,70,6,0,,,6,0,12417975,RESIDENCE BORGO DEL CIGNO-TRILOWeek-016205CIM00001,67166293,Paloma Srl,,Spinone al Lago,45.76238,9.91929,Entire home/apt,135,6,0,,,6,0
9,1,1376791,Panoramic apartment with private Swimming Pool,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,123,4,21,2020-09-07,0.24,9,250,1376460,White Wooden Roof apartment,7457450,Ezio,,Entratico,45.70429,9.87704,Entire home/apt,45,2,32,2020-07-30,0.36,9,329
48,1,7846295,CAMERA ACQUA,1122205,Corinne,,Roncola,45.77951,9.56231,Private room,65,1,1,2019-04-14,0.05,8,365,7830103,CAMERA PIETRA,1122205,Corinne,,Roncola,45.77951,9.56231,Private room,65,1,0,,,8,0
184,1,43564494,MANZU - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,40,2,1,2020-08-04,0.2,6,308,42677759,GIMONDI - KitaHouse,339859165,Cristina,,Bergamo,45.7043,9.69355,Entire home/apt,40,2,0,,,6,335
61,1,20868091,Academia Apartment - 4 people,148490198,Nuala,,Bergamo,45.70301,9.67448,Private room,80,1,1,2017-09-30,0.03,3,364,20734861,ACADEMIA RESIDENCE,148490198,Nuala,,Bergamo,45.70301,9.67448,Private room,59,1,25,2020-02-23,0.62,3,90
51,1,17525527,borgo san leonardo,113256639,Lia,,Bergamo,45.69228,9.66526,Entire home/apt,125,2,3,2019-04-10,0.09,2,336,18072482,Borgo San Leonardo 2,113256639,Lia,,Bergamo,45.69228,9.66526,Entire home/apt,89,1,5,2018-10-28,0.11,2,0
1374,0,30035944,For RYANAIR courses attendants,225742358,STAYndfly,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,0,30034481,For RYANAIR courses attendants,225732286,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,1,2020-03-04,0.1,1,0
25,1,1580605,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Entire home/apt,180,1,1,2018-07-02,0.03,4,0,1599545,Bed & Breakfast Bergamo Sottosopra,8407181,Nicola,,Bergamo,45.69194,9.66595,Private room,65,1,6,2017-10-17,0.09,4,0
42,1,11719102,Salone del mobile Milano 2020/MILANO DESIGN WEEK,16592732,Alda,,Azzano San Paolo,45.66071,9.67541,Private room,30,1,34,2019-10-17,0.59,5,364,23934539,Orio al serio room,16592732,Alda,,Azzano San Paolo,45.66071,9.67541,Private room,33,1,32,2019-10-12,0.95,5,364
157,1,40273996,Le Orchidee Appartamento,220905635,Giuseppa,,Bergamo,45.69167,9.67173,Entire home/apt,50,1,11,2020-03-25,0.89,5,1,40273000,I Papaveri Appartamento,220905635,Giuseppa,,Bergamo,45.69167,9.67173,Entire home/apt,50,1,1,2020-02-03,0.09,5,1
71,1,21676842,Ginevra Rooms Boutique Hotel - Rolex,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,102,1,13,2020-09-15,0.33,4,0,21676844,Ginevra Rooms Boutique Hotel - Patek Suite,157783894,Ginevra Rooms,,Bergamo,45.69825,9.66711,Private room,107,1,5,2019-08-13,0.13,4,0
90,1,23157845,CANNELLA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,70,1,0,,,7,1,23158030,INCENSO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,60,1,0,,,7,153
134,1,32825728,Il Borgo 13 a Bergamo città self check-in 24h,245707430,America,,Bergamo,45.69353,9.70268,Entire home/apt,48,1,40,2020-12-24,1.89,3,0,32825452,Il Borgo Bergamo 9 Città &Relax Self-check-in 24h,245707430,America,,Bergamo,45.69353,9.70268,Entire home/apt,37,1,45,2020-12-10,2.13,3,178
129,1,32758765,Altana Bergamo Home 2 - Charming experience,3429332,Andrea,,Bergamo,45.70487,9.66151,Entire home/apt,160,2,33,2020-02-24,1.54,2,334,33165188,Altana Bergamo  Home 4 - Charming experience,3429332,Andrea,,Bergamo,45.70487,9.66151,Entire home/apt,150,2,46,2020-02-20,2.18,2,324
82,1,22006236,"MAG HOUSE APARTMENT TAV""Colazione Soft-Wi Fi-BOX""",157264535,Maria,,Ranzanico,45.78991,9.94949,Entire home/apt,36,1,85,2020-12-07,2.32,2,0,21823202,"MAG HOUSE APARTMENT  ""Colazione Soft- Wi Fi e BOX""",157264535,Maria,,Ranzanico,45.78991,9.94949,Entire home/apt,34,1,66,2020-02-16,1.8,2,0
1361,0,30036736,For RYANAIR courses attendants,225747904,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,178,30035944,For RYANAIR courses attendants,225742358,STAYndfly,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,0
1360,0,30036736,For RYANAIR courses attendants,225747904,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,0,,,1,178,30034481,For RYANAIR courses attendants,225732286,4RYANAIRcoursesattendants,,Bergamo,45.69384,9.689910000000001,Shared room,40,5,1,2020-03-04,0.1,1,0
