id,label,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_name,right_neighbourhood,right_host_id,right_host_name,right_neighbourhood_group,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
16644223,0,Private Bedroom w/ En Suite in Shared Apartment,7921167,Justin,Brooklyn,Park Slope,40.67937,-73.98126,Private room,40,7,0,,,1,0,BrooklynRoom,Boerum Hill,13672021,Andrea,Brooklyn,40.68325,-73.98126,Private room,46,1,0,,,1,0
10886628,0,Large Bedroom Available in 5BR Apt,56412357,Scott,Brooklyn,Greenpoint,40.72527,-73.94803,Private room,34,1,0,,,1,0,Beautiful Private Room!,Harlem,123741063,Laura,Manhattan,40.829,-73.94803,Private room,50,1,0,,,1,0
35741268,1,Studio at Hilton Club Residence - Manhattan's Best,6524762,Armstrong,Manhattan,Midtown,40.76218,-73.98002,Entire home/apt,380,2,0,,,3,2,Studio at Hilton Club Residence - Manhattan's Best,Midtown,6524762,Armstrong,Manhattan,40.76303,-73.97896,Entire home/apt,380,1,0,,,3,364
36112415,0,Family-Friendly 2BR Apt. in Beautiful Fort Greene,61784887,Landon,Brooklyn,Fort Greene,40.69101,-73.97197,Entire home/apt,250,2,0,,,1,46,Quiet Upper West Side Private Room,Upper West Side,5549166,Jesse,Manhattan,40.7915,-73.97197,Private room,95,3,0,,,1,0
12581875,0,Sunny Private Bedroom in Park Slope,342510,Maya,Brooklyn,South Slope,40.66383,-73.98252,Private room,65,1,0,,,1,0,Downtown NY Apt - SuperBowl Weekend,Gramercy,11366961,Gabriel,Manhattan,40.73588,-73.98252,Entire home/apt,650,1,0,,,1,0
21924815,0,Like live in your own home while traveling,113356258,Judy,Manhattan,Upper East Side,40.77752,-73.94726,Private room,100,1,0,,,1,0,"Light-filled, Airy, 2-Bedroom w/ City Views",Harlem,41950627,Lana,Manhattan,40.82167,-73.94726,Entire home/apt,175,5,0,,,1,0
25226728,0,"Bright, Modern Greenpoint Apartment",78705600,Blake Layton,Brooklyn,Greenpoint,40.73507,-73.95229,Entire home/apt,300,7,0,,,1,31,Sunny Room in Trendy Williamsburg,Williamsburg,7798111,Shlomit,Brooklyn,40.70827,-73.95229,Private room,100,2,0,,,1,61
32575481,0,Private room in 2 bedroom apartment,81534306,Nourdine,Manhattan,Washington Heights,40.8524,-73.94214,Private room,70,1,0,,,2,0,"East Harlem Cozy, Rustic Apartment!",East Harlem,35905254,Rose,Manhattan,40.79423,-73.94214,Private room,100,1,0,,,1,0
24248741,0,Minimal Williamsburg Space,2796906,Austin,Brooklyn,Williamsburg,40.70833,-73.94898,Private room,46,1,3,2018-04-13,0.2,1,0,Private Room in Bedstuy Brownstone,Bedford-Stuyvesant,44776542,Danielle,Brooklyn,40.68627,-73.94898,Private room,66,1,0,,,1,0
6784406,0,1BR (IN 2BR FLEX) - MANHATTAN FIDI,12764250,Ravi,Manhattan,Financial District,40.70793,-74.00411,Private room,125,1,0,,,1,0,Sunset Park Sublet,Sunset Park,15416709,Me'lissa,Brooklyn,40.65295,-74.00411,Private room,70,5,0,,,1,0
14055341,0,Cozy Private Room in LIC close to Everywhere in NY,25537819,Joelle,Queens,Long Island City,40.74604,-73.94194,Private room,70,1,13,2018-08-24,0.36,2,0,"Cozy walk up, in the heart of Sugar Hill",Harlem,90227099,Trace,Manhattan,40.82794,-73.94194,Entire home/apt,90,1,3,2017-09-27,0.12,1,0
15462208,0,Spacious 2 Bedroom Apartment by Central Park,26073602,Anna,Manhattan,East Harlem,40.79575,-73.94817,Entire home/apt,145,2,101,2019-01-12,3.07,1,0,HUGE Apt w/1 bedroom sublet in Brooklyn,Bedford-Stuyvesant,7656555,Carly,Brooklyn,40.69747,-73.94817,Private room,33,2,11,2018-09-01,0.31,1,0
21007181,0,Brooklyn Two Bed with Private Garden,19202566,Judith,Brooklyn,Greenpoint,40.7366,-73.95656,Entire home/apt,225,4,0,,,1,159,Centrak Park North cozy apartment,Harlem,23349530,Yely,Manhattan,40.80204,-73.95656,Shared room,80,1,0,,,1,59
13751603,0,Private room close to the center of Williamburg,80571474,August,Brooklyn,Williamsburg,40.71428,-73.95172,Private room,60,1,0,,,1,0,Brooklyn Spot,Crown Heights,188393472,Virginie,Brooklyn,40.67664,-73.95172,Entire home/apt,210,1,0,,,1,0
31145928,1,Shared male room on Manhattan with crazy view! I,39528519,Max,Manhattan,Lower East Side,40.71113,-73.98667,Shared room,35,14,0,,,28,321,Shared male room on Manhattan with crazy view! I,Lower East Side,39528519,Max,Manhattan,40.70985,-73.98724,Shared room,35,14,2,2017-10-01,0.08,28,320
14884030,0,FAIRY COTTAGE,93339266,Natasha,Queens,Long Island City,40.75253,-73.9315,Entire home/apt,150,2,0,,,1,0,Shiyi Wang,Bushwick,50591230,Shiyi,Brooklyn,40.69557,-73.9315,Private room,70,1,0,,,1,0
34851748,0,X,184750740,Juice,Bronx,Morrisania,40.82504,-73.90918,Shared room,80,1,0,,,4,365,"Astoria close to JFK,Laguardia airport, Manhattan",Astoria,117195769,Simone,Queens,40.76505,-73.90918,Private room,80,1,161,2019-07-02,5.74,3,365
34323711,1,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,40.75975,-73.98586,Entire home/apt,159,29,0,,,327,221,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,Theater District,219517861,Sonder (NYC),Manhattan,40.75923,-73.98669,Entire home/apt,222,29,0,,,327,221
5847182,0,Lefferts Gardens Brooklyn Room,30357478,Ingrid,Brooklyn,East Flatbush,40.65406,-73.9506,Private room,20,1,0,,,1,0,"Large Scandinavian inspired room, Great light",Bedford-Stuyvesant,16539899,Kevin,Brooklyn,40.6892,-73.9506,Private room,50,1,0,,,1,0
10065056,0,Lovely West Village Studio,36905682,Adrian,Manhattan,West Village,40.73454,-74.00141,Entire home/apt,125,1,0,,,1,0,2 Bedroom Near Meatpacking,Chelsea,44857362,Bao,Manhattan,40.74041,-74.00141,Entire home/apt,200,1,0,,,1,0
13325664,0,"2 bed, 2 bath, roof deck artsy gem in East Village",38403770,Stacey,Manhattan,East Village,40.72792,-73.98106,Entire home/apt,199,2,4,2019-07-01,0.11,1,0,Pre-War 2BR Pad at Prospect Park,Park Slope,3894475,Kyle,Brooklyn,40.6678,-73.98106,Entire home/apt,150,2,0,,,3,0
9842363,0,Luxury apartment across One World,50680790,Felipe,Manhattan,Financial District,40.7088,-74.01455,Entire home/apt,275,2,0,,,1,0,Spectacular Views of NYC - 54th Floor Corner Apt,Chelsea,89394733,Alan And Beckie,Manhattan,40.75003,-74.01455,Entire home/apt,250,90,0,,,1,244
22983671,0,Cozy Midtown Studio,20754560,Christine,Manhattan,Murray Hill,40.75066,-73.9804,Entire home/apt,190,1,5,2018-05-16,0.29,1,0,Sunny & Cozy Double Bedroom with private entrance,Windsor Terrace,22382224,Meryem,Brooklyn,40.66023,-73.9804,Private room,85,1,6,2018-04-02,0.33,1,0
6302159,0,King Loft Bed in Bushwick Loft,20451969,Grace,Brooklyn,Bushwick,40.69985,-73.94001,Private room,46,4,0,,,1,0,"Peaceful space in Greenpoint, BK",Greenpoint,274298453,Adrien,Brooklyn,40.72585,-73.94001,Private room,54,6,0,,,1,15
36027436,0,Comfortable 2 bedroom apartment in HK 4-5ppl,268332955,Iustin,Manhattan,Hell's Kitchen,40.76577,-73.98482,Entire home/apt,269,3,0,,,1,329,Entire Floor 3Br/2Ba Times Sq Apt,Theater District,231484830,Ernest & Carol,Manhattan,40.76308,-73.98482,Entire home/apt,450,3,0,,,1,161
20049161,0,Williamsburg Loft - Private room,2612106,Emil,Brooklyn,Williamsburg,40.71862,-73.94579,Private room,100,5,0,,,1,0,Beautiful Apt in Brooklyn w/ Private roof,Bedford-Stuyvesant,27102828,Monica,Brooklyn,40.68693,-73.94579,Entire home/apt,50,3,0,,,1,0
5672471,0,Sunny Room close to Express Train,142695,Lynn,Brooklyn,Bedford-Stuyvesant,40.6813,-73.9476,Private room,65,1,0,,,1,0,A Brooklyn Muse,Prospect-Lefferts Gardens,34296062,Heather,Brooklyn,40.66134,-73.9476,Entire home/apt,250,2,0,,,1,0
13186374,0,Sean,35143476,Sean,Brooklyn,Windsor Terrace,40.65182,-73.98043,Entire home/apt,400,7,0,,,1,0,Upper West Side Central Park apartment,Upper West Side,20153029,Tal,Manhattan,40.77244,-73.98043,Entire home/apt,190,7,0,,,1,0
1683227,0,Clean room near Columbia Univ,8900383,Zee,Manhattan,Morningside Heights,40.81326,-73.96181,Private room,220,1,0,,,1,365,Waterfront Experience,Williamsburg,14509754,Wally,Brooklyn,40.71936,-73.96181,Private room,150,1,0,,,1,364
6973011,0,Beautiful Large Private 1 Bd w/ Mediation Space,19247979,Neelam,Brooklyn,Flatbush,40.63488,-73.96546,Entire home/apt,85,3,0,,,1,0,Beautiful and Spacious UES Gallery Like apartment,Upper East Side,51112551,Kenneth,Manhattan,40.7618,-73.96546,Entire home/apt,375,2,0,,,1,83
35336447,0,Sunny and homey private room with bathroom,266035174,Pam And Dali,Brooklyn,Flatbush,40.65377,-73.95927,Private room,69,2,3,2019-06-30,3.0,1,2,Renovated brownstone apt w/ private outdoor patio,Bedford-Stuyvesant,43853650,Eric,Brooklyn,40.68612,-73.95927,Entire home/apt,225,4,112,2019-06-30,3.23,1,136
19914209,0,Luxury Private Bedroom (near JFK),141052003,Nicole,Queens,Jamaica,40.68558,-73.78018,Private room,65,1,8,2018-09-26,0.42,4,155,Cute Room in Downtown BK,Boerum Hill,7953376,Mary,Brooklyn,,-73.98065,Private room,65,1,0,,,1,0
23803836,0,Blue House on Martense,55339775,Jon,Brooklyn,East Flatbush,40.65202,-73.95104,Entire home/apt,30,4,0,,,1,0,"Beautiful, Furnished Studio!",Upper East Side,16596651,Gautam,Manhattan,40.77787,-73.95104,Entire home/apt,125,4,7,2015-11-15,0.11,1,0
25135206,0,Stunning Three-Level Loft w/ Roofdeck & Gym,945063,Mike,Brooklyn,Williamsburg,40.71766,-73.95348,Entire home/apt,475,3,0,,,1,12,Lovely Spacious Studio in Bedstuy,Bedford-Stuyvesant,268627924,Alison,Brooklyn,40.68242,-73.95348,Shared room,90,3,0,,,1,38
793590,0,Sunny in the Heart of Williamsburg,2450605,Jennifer,Brooklyn,Williamsburg,40.72034,-73.95669,Entire home/apt,225,1,0,,,1,0,Private Bedroom in Upper East Side,Upper East Side,180212824,Samet,Manhattan,40.76517,-73.95669,Private room,99,1,7,2018-12-12,0.74,5,0
4775278,0,Private Apartment In Heart Of Brooklyn,6948005,Matt,Brooklyn,Bedford-Stuyvesant,40.69294,-73.96001,Private room,75,1,1,2016-01-01,0.02,1,0,"Perfect, Charming Greenpoint Bedroom in 3BR Apt",Greenpoint,52699613,Julia,Brooklyn,40.73356,-73.96001,Private room,79,1,0,,,1,0
7205668,0,Sunny room in GPoint/Williamsburg,25712247,Alyssa,Brooklyn,Greenpoint,40.72283,-73.95232,Private room,140,1,0,,,1,0,Comfortable 420 Friendly Room,Williamsburg,64411228,Virginia,Brooklyn,40.70922,-73.95232,Private room,64,1,25,2019-05-13,0.63,1,0
27362417,0,Large sunny studio space w/queen bed & living room,13639385,Farah,Brooklyn,Crown Heights,40.67713,-73.94137,Private room,60,3,0,,,1,179,Sunny Art + Plant Brownstone Apartment,Bedford-Stuyvesant,6356476,Alexandra,Brooklyn,40.68988,-73.94137,Entire home/apt,116,2,0,,,1,0
9473646,0,Cozy Private Room in Cobble Hill,6240859,Sarah,Brooklyn,Carroll Gardens,40.68535,-73.99192,Private room,80,2,11,2016-11-03,0.27,1,0,Beautiful Large Private Room-Great location,Clinton Hill,4047395,Blanca,Brooklyn,,-73.96492,Private room,80,2,37,2019-06-03,1.4,2,159
35599237,0,Spacious Williamsburg Apartment (PERFECT location),3078929,Sonia,Brooklyn,Williamsburg,40.70919,-73.95755,Entire home/apt,100,30,0,,,1,235,Adorable apartment for your stay,Upper East Side,133573369,Cat,Manhattan,40.77366,-73.95755,Entire home/apt,125,7,0,,,1,0
1815211,0,":: Spacious 1bedroom, great loca ::",1572271,Ilana,Manhattan,Gramercy,40.73689,-73.98451,Entire home/apt,185,1,80,2018-01-02,1.16,1,0,Beautiful East Village apartment!,East Village,90279905,Mariana,Manhattan,40.72706,-73.98451,Private room,120,1,9,2017-12-10,0.37,1,0
22777530,0,Private bedroom in Gorgeous Brooklyn Apartment!,160054295,Cesar,Brooklyn,Crown Heights,40.67582,-73.94054,Private room,47,1,5,2019-01-02,0.53,1,0,Super cute 1+1 Apartment,East Harlem,28105866,J,Manhattan,40.79739,-73.94054,Entire home/apt,90,1,0,,,1,0
20755691,1,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Rated,Manhattan,Midtown,40.75145,-73.97011,Entire home/apt,175,30,0,,,33,365,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,Midtown,76104209,Rated,Manhattan,40.7507,-73.97086,Entire home/apt,175,30,0,,,33,365
16487043,0,GREAT sunny 1 bedroom,42783841,Andy,Manhattan,East Village,40.72807,-73.97718,Entire home/apt,85,5,0,,,1,0,Amazing One Bedroom near Times Square,Murray Hill,270829995,Ashley,Manhattan,40.74811,-73.97718,Entire home/apt,168,3,0,,,1,341
635282,0,"Huge factory loft, prime location",1215949,Misty,Brooklyn,Williamsburg,40.71657,-73.96264,Entire home/apt,165,2,179,2019-06-17,2.2,1,0,Cozy room close to Central Park and Columbia,Upper West Side,2732777,Beatriz,Manhattan,40.8018,-73.96264,Private room,115,3,19,2019-06-17,1.5,1,189
1839231,0,Great Apt-Heart of East Village! ,9613050,Sinead,Manhattan,East Village,40.73135,-73.98298,Entire home/apt,150,1,0,,,1,0,"Private Room in Luxury Building, Downtown Brooklyn",Downtown Brooklyn,48367358,Kuang,Brooklyn,40.6923,-73.98298,Private room,65,30,0,,,1,17
16226427,0,(Williamsburg) Large bedroom with private balcony,11313668,Adam,Brooklyn,Williamsburg,40.70089,-73.94997,Private room,55,1,8,2019-03-24,0.26,2,0,Private bedroom in NYC,Harlem,12072392,Valerie,Manhattan,40.80286,-73.94997,Private room,120,1,0,,,1,0
21312440,1,Hillside Hotel,134184451,Hillside Hotel,Queens,Jamaica,40.70269,-73.81585,Private room,165,1,0,,,18,360,Hillside Hotel,Jamaica,134184451,Hillside Hotel,Queens,40.70262,-73.81579,Private room,165,1,0,,,18,355
30468550,0,Lovely one-bedroom in Hamilton Heights,6407054,Melissa,Manhattan,Harlem,40.82012,-73.9515,Entire home/apt,101,2,8,2019-06-06,1.24,3,0,Beautiful brownstone garden apt. w/outdoor,Bedford-Stuyvesant,25347213,Hili,Brooklyn,40.68432,-73.9515,Entire home/apt,110,2,3,2018-06-23,0.23,1,0
6589412,0,Beautiful Park Slope Brownstone,34748949,Julienne,Brooklyn,Park Slope,40.67533,-73.9793,Entire home/apt,350,7,0,,,1,0,Just Renovated home. Heart of Manhattan.,Murray Hill,260649642,Lane,Manhattan,40.75236,-73.9793,Entire home/apt,250,2,0,,,1,1
9684366,0,"UWS, Big Private Room, CP + Metro!",16024390,M,Manhattan,Upper West Side,40.79499,-73.96631,Private room,139,1,0,,,1,0,2 Bedroom Prospect Heights Hideaway,Prospect Heights,11460541,Nick,Brooklyn,40.67939,-73.96631,Entire home/apt,60,1,1,2016-06-22,0.03,1,0
11032957,0,"Glorious brownstone apt w/ outdoor, Clinton Hill",57254931,Courtney,Brooklyn,Clinton Hill,40.68121,-73.96319,Entire home/apt,190,7,60,2019-02-17,1.66,1,0,Big brownstone apartment in prime Williamsburg,Williamsburg,22588056,Amy,Brooklyn,40.71323,-73.96319,Entire home/apt,90,7,1,2019-01-02,0.16,1,0
28123708,0,"Large, Fully Furnished, Quiet 1 Bedroom Apt.",13562603,Rebecca,Brooklyn,Flatbush,40.64831,-73.95788,Entire home/apt,80,90,0,,,1,95,Room in Crown Heights Apt,Prospect-Lefferts Gardens,244096292,Rafael,Brooklyn,40.65813,-73.95788,Private room,400,1,0,,,1,0
20191974,0,BEAUTIFUL BRAND NEW MODERN WILLIAMSBURG APT,7116018,Brittini,Brooklyn,Williamsburg,40.71041,-73.95773,Entire home/apt,200,3,0,,,1,0,Spacious One Bedroom with Private Roof,Bedford-Stuyvesant,59489089,Molly,Brooklyn,40.68813,-73.95773,Entire home/apt,200,3,6,2018-07-31,0.15,1,0
27703016,0,New York Apartment,157209452,Mansi,Manhattan,Nolita,40.72194,-73.99557,Private room,120,1,9,2018-10-20,0.85,1,179,private room in SOHO,SoHo,9390190,Amy,Manhattan,,-73.9983,Private room,120,1,25,2019-07-01,0.75,4,89
1198231,0,Clean & Quiet Apartment.,2020556,Michael,Queens,Astoria,40.75962,-73.92176,Shared room,50,1,0,,,1,0,Cozy apartment in PERFECT location!,Sunnyside,41083526,Brenda,Queens,40.74529,-73.92176,Shared room,50,1,9,2019-03-23,1.03,2,0
5883655,0,Unique Furnished Loft Sublet,30554435,Max,Brooklyn,Greenpoint,40.72684,-73.95628,Private room,75,1,0,,,1,0,Huge Loft in prime Williamsburg - monthly rental,Williamsburg,2533026,Omar,Brooklyn,40.71204,-73.95628,Entire home/apt,200,30,0,,,1,0
27922598,0,Spacious Apartment in Ditmas Park,5182228,Amal,Brooklyn,Flatbush,40.64063,-73.95667,Entire home/apt,300,2,6,2018-11-25,0.58,1,0,Perfect Stay to see all of Manhattan Sites,Long Island City,26984764,Lawrence,Queens,40.74397,-73.95667,Private room,90,2,1,2018-01-02,0.05,1,0
20982734,0,"Spacious, Modern Uptown Getaway with Balcony",5668108,Wakahiu,Manhattan,East Harlem,40.80012,-73.94549,Entire home/apt,250,4,7,2019-04-24,0.33,1,0,Private room in my apartment.,Harlem,191442758,Naftali,Manhattan,40.81425,-73.94549,Private room,28,4,6,2019-04-16,1.05,1,0
8720070,0,Central & Cute Studio by Union Sq!,4319369,Sarena,Manhattan,Gramercy,40.73438,-73.9853,Entire home/apt,155,3,17,2016-08-10,0.37,1,0,"Artist's nest, in the heart of the East Village",East Village,20745804,Guy,Manhattan,40.72707,-73.9853,Entire home/apt,240,3,2,2018-11-26,0.24,1,0
31146079,1,Amazing cozy and warm male room on Manhattan IV,39528519,Max,Manhattan,Lower East Side,40.71124,-73.98687,Shared room,35,14,0,,,28,322,Amazing cozy and warm male room on Manhattan IV,Lower East Side,39528519,Max,Manhattan,40.71172,-73.98665,Shared room,35,14,3,2019-01-21,0.25,28,322
32511315,0,Summer Rental on Park Ave (1 Month minimum),850498,Aaron,Manhattan,Upper East Side,40.78028,-73.95528,Entire home/apt,149,30,0,,,1,62,Bright & Cozy Furnitured 4 Sublet,Bedford-Stuyvesant,71948176,Cristian,Brooklyn,40.68917,-73.95528,Private room,1000,1,0,,,1,0
16389354,0,Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,107136259,Prithvi,Brooklyn,Williamsburg,40.70614,-73.9487,Entire home/apt,199,2,1,2017-01-02,0.03,1,0,1 Room in a 5-room apartment in Harlem,Harlem,95740953,Jeff,Manhattan,40.82887,-73.9487,Private room,55,2,3,2018-01-02,0.16,1,0
12404679,0,Studio- Wyndham Midtown 45,61532697,Tania,Manhattan,Midtown,40.75228,-73.97337,Private room,359,5,0,,,1,0,Charming  prewar 1 bedroom in vibrant Midtown East,Murray Hill,271264403,Arthur,Manhattan,40.7472,-73.97337,Entire home/apt,229,1,0,,,1,176
6156278,0,Cozy Studio - Midtown West,10154856,Ayumu,Manhattan,Hell's Kitchen,40.76881,-73.98832,Entire home/apt,200,5,0,,,1,0,Private Bedroom in the LES,Lower East Side,2546411,Gerard,Manhattan,40.71991,-73.98832,Private room,78,10,0,,,1,0
18549136,0,Upper West Side - Huge 1 Bdrm in a Luxury Bldg,7810471,Britney,Manhattan,Upper West Side,40.77404,-73.99076,Entire home/apt,198,2,2,2017-06-11,0.08,1,0,"Comfy, convenient futon for solo traveler",Lower East Side,83756656,Richard,Manhattan,40.71884,-73.99076,Shared room,29,2,21,2019-06-04,0.86,1,0
11923007,0,Trendy & spacious Williamsburg Apt,7640852,Markus,Brooklyn,Williamsburg,40.71178,-73.95779,Private room,95,2,0,,,1,0,Upper East Side - 1 Bedroom Queen,Upper East Side,24706492,Dani,Manhattan,40.77734,-73.95779,Shared room,130,7,0,,,1,0
34946870,0,Railway large one bedroom gem on upper east side.,250583732,Nile C,Manhattan,Upper East Side,40.77581,-73.96285,Entire home/apt,210,1,0,,,1,135,One room in artsy Williamsburg,Williamsburg,38973529,Abby,Brooklyn,40.71723,-73.96285,Private room,85,1,0,,,1,0
6450457,0,Wonderful Kips Bay 1 BR + Elevator!,33680384,Jeff,Manhattan,Kips Bay,40.74077,-73.98085,Entire home/apt,200,2,0,,,1,0,Private room with Central Park view,Upper West Side,261188287,Stella,Manhattan,40.77221,-73.98085,Private room,92,10,0,,,1,0
32884505,0,"Cozy, spacious room in Bed-Stuy",158872351,Kelly,Brooklyn,Bedford-Stuyvesant,40.68845,-73.9439,Private room,55,1,7,2019-06-10,2.56,1,0,Gorgeous 1BR brownstone,Harlem,4803115,Daniel,Manhattan,40.8083,-73.9439,Entire home/apt,150,1,5,2015-08-19,0.08,1,0
7197915,0,The Heart of the Lower East Side!,37691482,Andrew,Manhattan,Lower East Side,40.72135,-73.98668,Entire home/apt,180,2,8,2018-05-28,0.19,1,0,Prime Location in Theatre District,Theater District,34934128,Aly,Manhattan,40.76095,-73.98668,Private room,150,2,3,2017-06-19,0.08,1,0
25493355,0,"Close to Central Park,renovated quite studio A",192407842,Aron,Manhattan,Upper West Side,40.78488,-73.9763,Entire home/apt,149,1,62,2019-07-03,4.77,1,224,Zee's Brooklyn nest,Kensington,9775058,Nazifa,Brooklyn,40.64125,-73.9763,Private room,70,2,7,2019-07-03,2.63,1,37
20639280,0,Prime Location close to Central Park!,5137740,Stefanie,Manhattan,Upper West Side,40.78696,-73.97293,Shared room,125,3,0,,,1,0,MIDTOWN EAST PRIVATE ROOM,Midtown,70382366,Alexandra,Manhattan,40.75347,-73.97293,Private room,145,1,0,,,1,0
5913433,0,Spacious apartment in Greenpoint,30710562,Tim,Brooklyn,Greenpoint,40.7229,-73.94775,Entire home/apt,125,2,5,2015-10-12,0.1,1,0,Spacious apartment in Manhattan,Upper East Side,49699620,Louise,Manhattan,40.77833,-73.94775,Entire home/apt,200,2,1,2016-12-29,0.03,3,0
23188871,0,Spacious Apt in Washington Heights Manhattan,132883674,Derek,Manhattan,Washington Heights,40.84643,-73.94187,Private room,120,1,0,,,3,0,Amazing View in East Williamsburg ,Williamsburg,21937306,William,Brooklyn,40.71752,-73.94187,Shared room,150,1,0,,,1,0
5941888,0,Full Floor Loft Style Apt/Noho/Bond,1679702,Kristy,Manhattan,NoHo,40.72634,-73.9932,Entire home/apt,330,2,4,2015-10-14,0.08,1,0,"Large luxury 1 BR with views, greenwich village!",Greenwich Village,30782359,Tracey,Manhattan,40.73069,-73.9932,Entire home/apt,350,2,5,2019-05-19,0.59,1,0
13951405,0,Tribeca Luxury 2000sf Loft,65609488,Alex,Manhattan,Tribeca,40.71559,-74.00737,Entire home/apt,650,1,1,2016-07-17,0.03,1,0,Charming Alcove Studio in heart of West Village,West Village,1426080,Jacquelyn,Manhattan,40.73555,-74.00737,Private room,115,1,3,2017-08-21,0.12,2,0
13231399,0,Beautiful garden 1 bed 7/8-7/18,4316938,Skye,Manhattan,East Harlem,40.80735,-73.94064,Entire home/apt,175,9,0,,,1,365,Spacious 1 Bedroom Apt in East Williamsburg,Williamsburg,132342992,Nicole,Brooklyn,40.71245,-73.94064,Entire home/apt,150,3,0,,,1,12
10130342,0,Your NYC Home!,51954926,Kc,Brooklyn,Bedford-Stuyvesant,40.69566,-73.95001,Private room,72,2,255,2019-06-16,5.95,4,0,Large Bedroom in amazing Apt - 10min Manhattan,Williamsburg,31651673,Mathieu,Brooklyn,40.70821,-73.95001,Private room,90,2,24,2018-01-03,0.65,3,0
4782799,0,Spacious Studio- Midtown Manhattan!,2910317,Megan,Manhattan,Midtown,40.7555,-73.96575,Entire home/apt,225,1,14,2016-04-26,0.25,1,0,Luxury Bright NYC Apartment,Upper West Side,41411171,Asem,Manhattan,40.79469,-73.96575,Private room,40,1,0,,,1,0
19405371,0,Modern and Artful Home in Manhattan/NYC,35064923,Marlyn,Manhattan,East Harlem,40.80138,-73.94413,Entire home/apt,127,4,86,2019-06-29,3.68,1,1,Awesome Private Artist Studio for FEMALE Traveler,Harlem,45857976,J.,Manhattan,40.8186,-73.94413,Entire home/apt,88,2,24,2019-06-29,0.53,1,39
7149710,0,Full bed/air-conditioned/secluded,37442404,Eric,Manhattan,Washington Heights,40.83255,-73.94411,Private room,38,1,0,,,1,0,Charming room in a spacious 3/1,Bedford-Stuyvesant,41847916,Farah,Brooklyn,40.68683,-73.94411,Private room,50,2,0,,,1,0
36232432,0,Room in furnished & light-filled BRKLYN apartment,242573197,Emily,Brooklyn,Flatbush,40.64428,-73.96988,Private room,50,3,0,,,1,11,Passover NYC Rental,Upper West Side,17980647,Alaethia,Manhattan,40.79622,-73.96988,Entire home/apt,425,5,0,,,1,0
6405859,0,Eclectic Williamsburg Townhouse,10396710,Robbie,Brooklyn,Williamsburg,40.70933,-73.95577,Private room,56,3,2,2016-06-13,0.04,1,0,Great private room in awesome area!,Crown Heights,3403890,Cory,Brooklyn,40.67138,-73.95577,Private room,70,3,0,,,1,0
29851718,0,Serviced townhouse with backyard & terrace in NYC,117932348,Deborah,Manhattan,Gramercy,40.73492,-73.98079,Entire home/apt,650,30,0,,,2,88,Luxury Modern Gramercy Loft with a balcony,Kips Bay,79697038,Esteban,Manhattan,40.74144,-73.98079,Entire home/apt,200,30,4,2019-06-13,0.85,1,88
19385872,0,Sun-filled Oasis in Crown Heights,13283016,Sarah,Brooklyn,Crown Heights,40.66658,-73.95167,Entire home/apt,157,1,0,,,1,0,Convenient place to stay in Manhattan!,Harlem,23719409,Carlina,Manhattan,40.82801,-73.95167,Private room,45,1,205,2019-06-21,3.86,4,0
16823923,0,Wonderful Apartment Upper West Side Midtown,71739526,Jonathan,Manhattan,Upper West Side,40.77016,-73.98126,Entire home/apt,250,7,0,,,1,0,Beautiful Duplex with Patio!!!,East Village,35539248,Ashish,Manhattan,40.72117,-73.98126,Private room,78,25,0,,,1,0
13698019,0,"Roof Deck, Grill & Private Room! Live like a local",24341064,Dori,Brooklyn,Sunset Park,40.66131,-73.99563,Private room,90,2,16,2016-11-07,0.44,1,0,Private room in Nolita / SOHO,Nolita,3417039,David,Manhattan,40.72411,-73.99563,Private room,80,2,1,2015-09-06,0.02,1,0
5797398,0,"1 bedroom, large williamsburg loft",30078721,Elizabeth,Brooklyn,Williamsburg,40.71375,-73.96312,Private room,80,7,0,,,1,0,Renta de Habitación a una cuadra de Central Park,Upper West Side,29340158,Enrique,Manhattan,40.79618,-73.96312,Private room,43,10,0,,,1,128
35603798,0,Effortlessly Tasteful 1BR in Prime East Village,263049454,Conor & Rose,Manhattan,East Village,40.7294,-73.98664,Entire home/apt,290,1,0,,,1,355,NYC Apt. By the Beach,Coney Island,11378117,Sonya,Brooklyn,40.57534,-73.98664,Entire home/apt,70,21,0,,,1,195
19407360,0,Greenpoint top floor w/ sun & views,1341922,Blake,Brooklyn,Greenpoint,40.72412,-73.95261,Private room,49,1,0,,,1,0,"Big, beautiful, sunny room in Hamilton Heights",Harlem,54369863,Genevieve,Manhattan,40.82567,-73.95261,Private room,70,1,1,2018-07-16,0.08,1,0
